state_name,district_name,state_code,state_name_lgd,district_code,district_name_lgd
ANDHRA PRADESH,ANANTAPUR,28,ANDHRA PRADESH                                    ,502,ANANTAPUR
ANDHRA PRADESH,CHITTOOR,28,ANDHRA PRADESH                                    ,503,CHITTOOR
ANDHRA PRADESH,CUDDAPAH,28,ANDHRA PRADESH                                    ,504,Y.S.R.
ANDHRA PRADESH,EAST GODAVARI,28,ANDHRA PRADESH                                    ,505,EAST GODAVARI
ANDHRA PRADESH,GUNTUR,28,ANDHRA PRADESH                                    ,506,GUNTUR
ANDHRA PRADESH,KRISHNA,28,ANDHRA PRADESH                                    ,510,KRISHNA
ANDHRA PRADESH,KURNOOL,28,ANDHRA PRADESH                                    ,511,KURNOOL
ANDHRA PRADESH,NELLORE,28,ANDHRA PRADESH                                    ,515,SPSR NELLORE
ANDHRA PRADESH,PRAKASAM,28,ANDHRA PRADESH                                    ,517,PRAKASAM
ANDHRA PRADESH,SRIKAKULAM,28,ANDHRA PRADESH                                    ,519,SRIKAKULAM
ANDHRA PRADESH,VISAKHAPATANAM,28,ANDHRA PRADESH                                    ,520,VISAKHAPATANAM
ANDHRA PRADESH,VIZIANAGARAM,28,ANDHRA PRADESH                                    ,521,VIZIANAGARAM
ANDHRA PRADESH,WEST GODAVARI,28,ANDHRA PRADESH                                    ,523,WEST GODAVARI
ARUNACHAL PRADESH,ANJAW,12,ARUNACHAL PRADESH                                 ,628,ANJAW
ARUNACHAL PRADESH,CHANGLANG,12,ARUNACHAL PRADESH                                 ,229,CHANGLANG
ARUNACHAL PRADESH,EAST KAMENG,12,ARUNACHAL PRADESH                                 ,231,EAST KAMENG
ARUNACHAL PRADESH,EAST SIANG,12,ARUNACHAL PRADESH                                 ,232,EAST SIANG
ARUNACHAL PRADESH,KAMLE,12,ARUNACHAL PRADESH                                 ,718,KAMLE
ARUNACHAL PRADESH,KRA-DAADI,12,ARUNACHAL PRADESH                                 ,677,KRA  DAADI
ARUNACHAL PRADESH,KURUNG KUMEY,12,ARUNACHAL PRADESH                                 ,233,KURUNG KUMEY
ARUNACHAL PRADESH,LEPARADA,12,ARUNACHAL PRADESH                                 ,724,LEPARADA
ARUNACHAL PRADESH,LOHIT,12,ARUNACHAL PRADESH                                 ,234,LOHIT
ARUNACHAL PRADESH,LONGDING,12,ARUNACHAL PRADESH                                 ,666,LONGDING
ARUNACHAL PRADESH,LOWER DIBANG VALLEY,12,ARUNACHAL PRADESH                                 ,235,LOWER DIBANG VALLEY
ARUNACHAL PRADESH,LOWER SIANG,12,ARUNACHAL PRADESH                                 ,719,LOWER SIANG
ARUNACHAL PRADESH,LOWER SUBANSIRI,12,ARUNACHAL PRADESH                                 ,236,LOWER SUBANSIRI
ARUNACHAL PRADESH,NAMSAI,12,ARUNACHAL PRADESH                                 ,678,NAMSAI
ARUNACHAL PRADESH,PAKKE KESSANG,12,ARUNACHAL PRADESH                                 ,723,PAKKE KESSANG
ARUNACHAL PRADESH,PAPUM PARE,12,ARUNACHAL PRADESH                                 ,237,PAPUM PARE
ARUNACHAL PRADESH,SHI YOMI,12,ARUNACHAL PRADESH                                 ,725,SHI YOMI
ARUNACHAL PRADESH,SIANG,12,ARUNACHAL PRADESH                                 ,679,SIANG
ARUNACHAL PRADESH,TAWANG,12,ARUNACHAL PRADESH                                 ,238,TAWANG
ARUNACHAL PRADESH,TIRAP,12,ARUNACHAL PRADESH                                 ,239,TIRAP
ARUNACHAL PRADESH,UPPER DIBANG VALLEY,12,ARUNACHAL PRADESH                                 ,230,DIBANG VALLEY
ARUNACHAL PRADESH,UPPER SIANG,12,ARUNACHAL PRADESH                                 ,240,UPPER SIANG
ARUNACHAL PRADESH,UPPER SUBANSIRI,12,ARUNACHAL PRADESH                                 ,241,UPPER SUBANSIRI
ARUNACHAL PRADESH,WEST KAMENG,12,ARUNACHAL PRADESH                                 ,242,WEST KAMENG
ARUNACHAL PRADESH,WEST SIANG,12,ARUNACHAL PRADESH                                 ,243,WEST SIANG
ASSAM,BAKSA,18,ASSAM                                             ,616,BAKSA
ASSAM,BARPETA,18,ASSAM                                             ,280,BARPETA
ASSAM,Biswanath,18,ASSAM                                             ,705,BISWANATH
ASSAM,BONGAIGAON,18,ASSAM                                             ,281,BONGAIGAON
ASSAM,CACHAR,18,ASSAM                                             ,282,CACHAR
ASSAM,CHARAIDEO,18,ASSAM                                             ,708,CHARAIDEO
ASSAM,CHIRANG,18,ASSAM                                             ,612,CHIRANG
ASSAM,DARRANG,18,ASSAM                                             ,283,DARRANG
ASSAM,DHEMAJI,18,ASSAM                                             ,284,DHEMAJI
ASSAM,DHUBRI,18,ASSAM                                             ,285,DHUBRI
ASSAM,DIBRUGARH,18,ASSAM                                             ,286,DIBRUGARH
ASSAM,Dima Hasao,18,ASSAM                                             ,299,DIMA HASAO
ASSAM,GOALPARA,18,ASSAM                                             ,287,GOALPARA
ASSAM,GOLAGHAT,18,ASSAM                                             ,288,GOLAGHAT
ASSAM,HAILAKANDI,18,ASSAM                                             ,289,HAILAKANDI
ASSAM,HOJAI,18,ASSAM                                             ,709,HOJAI
ASSAM,JORHAT,18,ASSAM                                             ,290,JORHAT
ASSAM,KAMRUP,18,ASSAM                                             ,291,KAMRUP
ASSAM,KAMRUP (METRO),18,ASSAM                                             ,618,KAMRUP METRO
ASSAM,KARBI ANGLONG,18,ASSAM                                             ,292,KARBI ANGLONG
ASSAM,KARIMGANJ,18,ASSAM                                             ,293,KARIMGANJ
ASSAM,KOKRAJHAR,18,ASSAM                                             ,294,KOKRAJHAR
ASSAM,LAKHIMPUR,18,ASSAM                                             ,295,LAKHIMPUR
ASSAM,MAJULI,18,ASSAM                                             ,706,MAJULI
ASSAM,Morigaon,18,ASSAM                                             ,296,MARIGAON
ASSAM,NAGAON,18,ASSAM                                             ,297,NAGAON
ASSAM,NALBARI,18,ASSAM                                             ,298,NALBARI
ASSAM,SIVASAGAR,18,ASSAM                                             ,300,SIVASAGAR
ASSAM,SONITPUR,18,ASSAM                                             ,301,SONITPUR
ASSAM,SOUTH SALMARA-MANKACHAR,18,ASSAM                                             ,707,SOUTH SALMARA MANCACHAR
ASSAM,TINSUKIA,18,ASSAM                                             ,302,TINSUKIA
ASSAM,UDALGURI,18,ASSAM                                             ,617,UDALGURI
BIHAR,ARARIA,10,BIHAR                                             ,188,ARARIA
BIHAR,ARWAL,10,BIHAR                                             ,611,ARWAL
BIHAR,AURANAGABAD,10,BIHAR                                             ,189,AURANGABAD
BIHAR,BANKA,10,BIHAR                                             ,190,BANKA
BIHAR,BEGUSARAI,10,BIHAR                                             ,191,BEGUSARAI
BIHAR,BHAGALPUR,10,BIHAR                                             ,192,BHAGALPUR
BIHAR,BHOJPUR,10,BIHAR                                             ,193,BHOJPUR
BIHAR,BUXAR,10,BIHAR                                             ,194,BUXAR
BIHAR,DARBHANGA,10,BIHAR                                             ,195,DARBHANGA
BIHAR,GAYA,10,BIHAR                                             ,196,GAYA
BIHAR,GOPALGANJ,10,BIHAR                                             ,197,GOPALGANJ
BIHAR,JAMUI,10,BIHAR                                             ,198,JAMUI
BIHAR,JEHANABAD,10,BIHAR                                             ,199,JEHANABAD
BIHAR,KAIMUR (BHABUA),10,BIHAR                                             ,200,KAIMUR (BHABUA)
BIHAR,KATIHAR,10,BIHAR                                             ,201,KATIHAR
BIHAR,KHAGARIA,10,BIHAR                                             ,202,KHAGARIA
BIHAR,KISHANGANJ,10,BIHAR                                             ,203,KISHANGANJ
BIHAR,LAKHISARAI,10,BIHAR                                             ,204,LAKHISARAI
BIHAR,MADHEPURA,10,BIHAR                                             ,205,MADHEPURA
BIHAR,MADHUBANI,10,BIHAR                                             ,206,MADHUBANI
BIHAR,MUNGER,10,BIHAR                                             ,207,MUNGER
BIHAR,MUZAFFARPUR,10,BIHAR                                             ,208,MUZAFFARPUR
BIHAR,NALANDA,10,BIHAR                                             ,209,NALANDA
BIHAR,NAWADA,10,BIHAR                                             ,210,NAWADA
BIHAR,PASHCHIM CHAMPARAN,10,BIHAR                                             ,211,PASHCHIM CHAMPARAN
BIHAR,PATNA,10,BIHAR                                             ,212,PATNA
BIHAR,PURBI CHAMPARAN,10,BIHAR                                             ,213,PURBI CHAMPARAN
BIHAR,PURNIA,10,BIHAR                                             ,214,PURNIA
BIHAR,ROHTAS,10,BIHAR                                             ,215,ROHTAS
BIHAR,SAHARSA,10,BIHAR                                             ,216,SAHARSA
BIHAR,SAMASTIPUR,10,BIHAR                                             ,217,SAMASTIPUR
BIHAR,SARAN,10,BIHAR                                             ,218,SARAN
BIHAR,Sheikhpura,10,BIHAR                                             ,219,SHEIKHPURA
BIHAR,SHEOHAR,10,BIHAR                                             ,220,SHEOHAR
BIHAR,SITAMARHI,10,BIHAR                                             ,221,SITAMARHI
BIHAR,SIWAN,10,BIHAR                                             ,222,SIWAN
BIHAR,SUPAUL,10,BIHAR                                             ,223,SUPAUL
BIHAR,VAISHALI,10,BIHAR                                             ,224,VAISHALI
CHHATTISGARH,BALOD,22,CHHATTISGARH                                      ,646,BALOD
CHHATTISGARH,BALODA BAZAR,22,CHHATTISGARH                                      ,644,BALODA BAZAR
CHHATTISGARH,BALRAMPUR,22,CHHATTISGARH                                      ,649,BALRAMPUR
CHHATTISGARH,BASTAR,22,CHHATTISGARH                                      ,374,BASTAR
CHHATTISGARH,BEMETARA,22,CHHATTISGARH                                      ,650,BEMETARA
CHHATTISGARH,BIJAPUR,22,CHHATTISGARH                                      ,636,BIJAPUR
CHHATTISGARH,BILASPUR,22,CHHATTISGARH                                      ,375,BILASPUR
CHHATTISGARH,DANTEWADA,22,CHHATTISGARH                                      ,376,DANTEWADA
CHHATTISGARH,DHAMTARI,22,CHHATTISGARH                                      ,377,DHAMTARI
CHHATTISGARH,DURG,22,CHHATTISGARH                                      ,378,DURG
CHHATTISGARH,GARIYABAND,22,CHHATTISGARH                                      ,645,GARIYABAND
CHHATTISGARH,GAURELA PENDRA MARWAHI,22,CHHATTISGARH                                      ,734,Gaurella Pendra Marwahi
CHHATTISGARH,JANJGIR-CHAMPA,22,CHHATTISGARH                                      ,379,JANJGIR-CHAMPA
CHHATTISGARH,JASHPUR,22,CHHATTISGARH                                      ,380,JASHPUR
CHHATTISGARH,KANKER,22,CHHATTISGARH                                      ,381,KANKER
CHHATTISGARH,KAWARDHA,22,CHHATTISGARH                                      ,382,KABIRDHAM
CHHATTISGARH,KONDAGAON,22,CHHATTISGARH                                      ,643,KONDAGAON
CHHATTISGARH,KORBA,22,CHHATTISGARH                                      ,383,KORBA
CHHATTISGARH,KOREA,22,CHHATTISGARH                                      ,384,KOREA
CHHATTISGARH,MAHASAMUND,22,CHHATTISGARH                                      ,385,MAHASAMUND
CHHATTISGARH,MUNGELI,22,CHHATTISGARH                                      ,647,MUNGELI
CHHATTISGARH,NARAYANPUR,22,CHHATTISGARH                                      ,637,NARAYANPUR
CHHATTISGARH,RAIGARH,22,CHHATTISGARH                                      ,386,RAIGARH
CHHATTISGARH,RAIPUR,22,CHHATTISGARH                                      ,387,RAIPUR
CHHATTISGARH,RAJNANDAGON,22,CHHATTISGARH                                      ,388,RAJNANDGAON
CHHATTISGARH,SUKMA,22,CHHATTISGARH                                      ,642,SUKMA
CHHATTISGARH,SURAJPUR,22,CHHATTISGARH                                      ,648,SURAJPUR
CHHATTISGARH,SURGUJA,22,CHHATTISGARH                                      ,389,SURGUJA
GOA,NORTH GOA,30,GOA                                               ,551,NORTH GOA
GOA,SOUTH GOA,30,GOA                                               ,552,SOUTH GOA
GUJARAT,AHMADABAD,24,GUJARAT                                           ,438,AHMADABAD
GUJARAT,AMRELI,24,GUJARAT                                           ,439,AMRELI
GUJARAT,ANAND,24,GUJARAT                                           ,440,ANAND
GUJARAT,ARVALLI,24,GUJARAT                                           ,672,ARVALLI
GUJARAT,BANAS KANTHA,24,GUJARAT                                           ,441,BANAS KANTHA
GUJARAT,BHARUCH,24,GUJARAT                                           ,442,BHARUCH
GUJARAT,BHAVNAGAR,24,GUJARAT                                           ,443,BHAVNAGAR
GUJARAT,Botad,24,GUJARAT                                           ,676,BOTAD
GUJARAT,Chhotaudepur,24,GUJARAT                                           ,668,CHHOTAUDEPUR
GUJARAT,DANG,24,GUJARAT                                           ,444,DANG
GUJARAT,DEVBHUMI DWARKA,24,GUJARAT                                           ,674,DEVBHUMI DWARKA
GUJARAT,DOHAD,24,GUJARAT                                           ,445,DOHAD
GUJARAT,GANDHINAGAR,24,GUJARAT                                           ,446,GANDHINAGAR
GUJARAT,GIR SOMNATH,24,GUJARAT                                           ,675,GIR SOMNATH
GUJARAT,JAMNAGAR,24,GUJARAT                                           ,447,JAMNAGAR
GUJARAT,JUNAGADH,24,GUJARAT                                           ,448,JUNAGADH
GUJARAT,KACHCHH,24,GUJARAT                                           ,449,KACHCHH
GUJARAT,KHEDA,24,GUJARAT                                           ,450,KHEDA
GUJARAT,MAHESANA,24,GUJARAT                                           ,451,MAHESANA
GUJARAT,MAHISAGAR,24,GUJARAT                                           ,669,Mahisagar
GUJARAT,Morbi,24,GUJARAT                                           ,673,MORBI
GUJARAT,NARMADA,24,GUJARAT                                           ,452,NARMADA
GUJARAT,NAVSARI,24,GUJARAT                                           ,453,NAVSARI
GUJARAT,PANCH MAHALS,24,GUJARAT                                           ,454,PANCH MAHALS
GUJARAT,PATAN,24,GUJARAT                                           ,455,PATAN
GUJARAT,PORBANDAR,24,GUJARAT                                           ,456,PORBANDAR
GUJARAT,RAJKOT,24,GUJARAT                                           ,457,RAJKOT
GUJARAT,SABAR KANTHA,24,GUJARAT                                           ,458,SABAR KANTHA
GUJARAT,SURAT,24,GUJARAT                                           ,459,SURAT
GUJARAT,SURENDRANAGAR,24,GUJARAT                                           ,460,SURENDRANAGAR
GUJARAT,TAPI,24,GUJARAT                                           ,641,TAPI
GUJARAT,VADODARA,24,GUJARAT                                           ,461,VADODARA
GUJARAT,VALSAD,24,GUJARAT                                           ,462,VALSAD
HARYANA,AMBALA,6,HARYANA                                           ,58,AMBALA
HARYANA,BHIWANI,6,HARYANA                                           ,59,BHIWANI
HARYANA,CHARKI DADRI,6,HARYANA                                           ,701,CHARKI DADRI
HARYANA,FARIDABAD,6,HARYANA                                           ,60,FARIDABAD
HARYANA,FATEHABAD,6,HARYANA                                           ,61,FATEHABAD
HARYANA,GURUGRAM,6,HARYANA                                           ,62,GURUGRAM
HARYANA,HISAR,6,HARYANA                                           ,63,HISAR
HARYANA,JHAJJAR,6,HARYANA                                           ,64,JHAJJAR
HARYANA,JIND,6,HARYANA                                           ,65,JIND
HARYANA,KAITHAL,6,HARYANA                                           ,66,KAITHAL
HARYANA,KARNAL,6,HARYANA                                           ,67,KARNAL
HARYANA,KURUKSHETRA,6,HARYANA                                           ,68,KURUKSHETRA
HARYANA,MAHENDRAGARH,6,HARYANA                                           ,69,MAHENDRAGARH
HARYANA,MEWAT,6,HARYANA                                           ,604,NUH
HARYANA,PALWAL,6,HARYANA                                           ,619,PALWAL
HARYANA,PANCHKULA,6,HARYANA                                           ,70,PANCHKULA
HARYANA,PANIPAT,6,HARYANA                                           ,71,PANIPAT
HARYANA,REWARI,6,HARYANA                                           ,72,REWARI
HARYANA,ROHTAK,6,HARYANA                                           ,73,ROHTAK
HARYANA,SIRSA,6,HARYANA                                           ,74,SIRSA
HARYANA,SONIPAT,6,HARYANA                                           ,75,SONIPAT
HARYANA,YAMUNANAGAR,6,HARYANA                                           ,76,YAMUNANAGAR
HIMACHAL PRADESH,BILASPUR,2,HIMACHAL PRADESH                                  ,15,BILASPUR
HIMACHAL PRADESH,CHAMBA,2,HIMACHAL PRADESH                                  ,16,CHAMBA
HIMACHAL PRADESH,HAMIRPUR,2,HIMACHAL PRADESH                                  ,17,HAMIRPUR
HIMACHAL PRADESH,KANGRA,2,HIMACHAL PRADESH                                  ,18,KANGRA
HIMACHAL PRADESH,KINNAUR,2,HIMACHAL PRADESH                                  ,19,KINNAUR
HIMACHAL PRADESH,KULLU,2,HIMACHAL PRADESH                                  ,20,KULLU
HIMACHAL PRADESH,LAHUL AND SPITI,2,HIMACHAL PRADESH                                  ,21,LAHUL AND SPITI
HIMACHAL PRADESH,MANDI,2,HIMACHAL PRADESH                                  ,22,MANDI
HIMACHAL PRADESH,SHIMLA,2,HIMACHAL PRADESH                                  ,23,SHIMLA
HIMACHAL PRADESH,SIRMAUR,2,HIMACHAL PRADESH                                  ,24,SIRMAUR
HIMACHAL PRADESH,SOLAN,2,HIMACHAL PRADESH                                  ,25,SOLAN
HIMACHAL PRADESH,UNA,2,HIMACHAL PRADESH                                  ,26,UNA
JAMMU AND KASHMIR,ANANTNAG,1,JAMMU AND KASHMIR,1,ANANTNAG
JAMMU AND KASHMIR,BADGAM,1,JAMMU AND KASHMIR,2,Budgam
JAMMU AND KASHMIR,BANDIPORA,1,JAMMU AND KASHMIR,623,BANDIPORA
JAMMU AND KASHMIR,BARAMULLA,1,JAMMU AND KASHMIR,3,BARAMULLA
JAMMU AND KASHMIR,DODA,1,JAMMU AND KASHMIR,4,DODA
JAMMU AND KASHMIR,GANDERBAL,1,JAMMU AND KASHMIR,626,GANDERBAL
JAMMU AND KASHMIR,JAMMU,1,JAMMU AND KASHMIR,5,JAMMU
JAMMU AND KASHMIR,KARGIL,37,LADAKH,6,KARGIL
JAMMU AND KASHMIR,KATHUA,1,JAMMU AND KASHMIR,7,KATHUA
JAMMU AND KASHMIR,KISHTWAR,1,JAMMU AND KASHMIR,620,KISHTWAR
JAMMU AND KASHMIR,KULGAM,1,JAMMU AND KASHMIR,622,KULGAM
JAMMU AND KASHMIR,KUPWARA,1,JAMMU AND KASHMIR,8,KUPWARA
JAMMU AND KASHMIR,LEH (LADAKH),37,LADAKH,9,LEH LADAKH
JAMMU AND KASHMIR,POONCH,1,JAMMU AND KASHMIR,10,POONCH
JAMMU AND KASHMIR,PULWAMA,1,JAMMU AND KASHMIR,11,PULWAMA
JAMMU AND KASHMIR,RAJAURI,1,JAMMU AND KASHMIR,12,RAJOURI
JAMMU AND KASHMIR,RAMBAN,1,JAMMU AND KASHMIR,621,RAMBAN
JAMMU AND KASHMIR,REASI,1,JAMMU AND KASHMIR,627,REASI
JAMMU AND KASHMIR,SAMBA,1,JAMMU AND KASHMIR,624,SAMBA
JAMMU AND KASHMIR,SHOPIAN,1,JAMMU AND KASHMIR,625,SHOPIAN
JAMMU AND KASHMIR,SRINAGAR,1,JAMMU AND KASHMIR,13,SRINAGAR
JAMMU AND KASHMIR,UDHAMPUR,1,JAMMU AND KASHMIR,14,UDHAMPUR
JHARKHAND,BOKARO,20,JHARKHAND                                         ,322,BOKARO
JHARKHAND,CHATRA,20,JHARKHAND                                         ,323,CHATRA
JHARKHAND,DEOGHAR,20,JHARKHAND                                         ,324,DEOGHAR
JHARKHAND,DHANBAD,20,JHARKHAND                                         ,325,DHANBAD
JHARKHAND,DUMKA,20,JHARKHAND                                         ,326,DUMKA
JHARKHAND,EAST SINGHBUM,20,JHARKHAND                                         ,327,EAST SINGHBUM
