state_name_data,dfso,district_code,district_name,state_code,state_name,,
ANDAMAN & NICOBAR ISLANDS,DFSO NICOBARS,603,NICOBARS,35,ANDAMAN AND NICOBAR ISLANDS,,
ANDAMAN & NICOBAR ISLANDS,DFSO NORTH AND MID,632,NORTH AND MIDDLE ANDAMAN,35,ANDAMAN AND NICOBAR ISLANDS,,
ANDAMAN & NICOBAR ISLANDS,DFSO SOUTH ANDAMAN,602,SOUTH ANDAMANS,35,ANDAMAN AND NICOBAR ISLANDS,,
ANDAMAN & NICOBAR ISLANDS,"Directorate of Civil SUpplies and Consumer Affairs, Nicobars",603,NICOBARS,35,ANDAMAN AND NICOBAR ISLANDS,,
ANDAMAN & NICOBAR ISLANDS,"Directorate of Civil SUpplies and Consumer Affairs, North& Middle Andaman",632,NORTH AND MIDDLE ANDAMAN,35,ANDAMAN AND NICOBAR ISLANDS,,
ANDAMAN & NICOBAR ISLANDS,"DIRECTORATE OF CIVIL SUPPLIES AND CONSUMER AFFAIRS, South Andaman",602,SOUTH ANDAMANS,35,ANDAMAN AND NICOBAR ISLANDS,,
ANDAMAN & NICOBAR ISLANDS,Nicobar,603,NICOBARS,35,ANDAMAN AND NICOBAR ISLANDS,,
ANDAMAN & NICOBAR ISLANDS,NICOBARS,603,NICOBARS,35,ANDAMAN AND NICOBAR ISLANDS,,
ANDAMAN & NICOBAR ISLANDS,NORTH AND MIDDLE AND,632,NORTH AND MIDDLE ANDAMAN,35,ANDAMAN AND NICOBAR ISLANDS,,
ANDAMAN & NICOBAR ISLANDS,NORTH AND MIDDLE ANDAMAN,632,NORTH AND MIDDLE ANDAMAN,35,ANDAMAN AND NICOBAR ISLANDS,,
ANDAMAN & NICOBAR ISLANDS,North Middle Andaman,632,NORTH AND MIDDLE ANDAMAN,35,ANDAMAN AND NICOBAR ISLANDS,,
ANDAMAN & NICOBAR ISLANDS,South Andaman,602,SOUTH ANDAMANS,35,ANDAMAN AND NICOBAR ISLANDS,,
ANDAMAN & NICOBAR ISLANDS,SOUTH ANDAMANS,602,SOUTH ANDAMANS,35,ANDAMAN AND NICOBAR ISLANDS,,
ANDHRA PRADESH,ANANTAPUR,502,ANANTAPUR,28,ANDHRA PRADESH,,
ANDHRA PRADESH,CHITTOOR,503,CHITTOOR,28,ANDHRA PRADESH,,
ANDHRA PRADESH,DSO OFFICE ANANTAPUR,502,ANANTAPUR,28,ANDHRA PRADESH,,
ANDHRA PRADESH,DSO OFFICE CHITTOOR,503,CHITTOOR,28,ANDHRA PRADESH,,
ANDHRA PRADESH,DSO OFFICE CUDDAPAH,504,Y.S.R.,28,ANDHRA PRADESH,,
ANDHRA PRADESH,DSO OFFICE EAST GODAVARI,505,EAST GODAVARI,28,ANDHRA PRADESH,,
ANDHRA PRADESH,DSO OFFICE GUNTUR,506,GUNTUR,28,ANDHRA PRADESH,,
ANDHRA PRADESH,DSO OFFICE KRISHNA,510,KRISHNA,28,ANDHRA PRADESH,,
ANDHRA PRADESH,DSO OFFICE KURNOOL,511,KURNOOL,28,ANDHRA PRADESH,,
ANDHRA PRADESH,DSO OFFICE NELLORE,515,SPSR NELLORE,28,ANDHRA PRADESH,,
ANDHRA PRADESH,DSO OFFICE PRAKASAM,517,PRAKASAM,28,ANDHRA PRADESH,,
ANDHRA PRADESH,DSO OFFICE SRIKAKULAM,519,SRIKAKULAM,28,ANDHRA PRADESH,,
ANDHRA PRADESH,DSO OFFICE VISAKAPATNAM,520,VISAKHAPATANAM,28,ANDHRA PRADESH,,
ANDHRA PRADESH,DSO OFFICE VIZIANAGARAM,521,VIZIANAGARAM,28,ANDHRA PRADESH,,
ANDHRA PRADESH,DSO OFFICE WEST GODAVARI,523,WEST GODAVARI,28,ANDHRA PRADESH,,
ANDHRA PRADESH,EAST GODAVARI,505,EAST GODAVARI,28,ANDHRA PRADESH,,
ANDHRA PRADESH,GUNTUR,506,GUNTUR,28,ANDHRA PRADESH,,
ANDHRA PRADESH,KRISHNA,510,KRISHNA,28,ANDHRA PRADESH,,
ANDHRA PRADESH,KURNOOL,511,KURNOOL,28,ANDHRA PRADESH,,
ANDHRA PRADESH,PRAKASAM,517,PRAKASAM,28,ANDHRA PRADESH,,
ANDHRA PRADESH,SPSR NELLORE,515,SPSR NELLORE,28,ANDHRA PRADESH,,
ANDHRA PRADESH,SRI POTTI SRIRAMULU NELLORE,515,SPSR NELLORE,28,ANDHRA PRADESH,,
ANDHRA PRADESH,SRIKAKULAM,519,SRIKAKULAM,28,ANDHRA PRADESH,,
ANDHRA PRADESH,VISAKHAPATANAM,520,VISAKHAPATANAM,28,ANDHRA PRADESH,,
ANDHRA PRADESH,VISAKHAPATNAM,520,VISAKHAPATANAM,28,ANDHRA PRADESH,,
ANDHRA PRADESH,VIZIANAGARAM,521,VIZIANAGARAM,28,ANDHRA PRADESH,,
ANDHRA PRADESH,WEST GODAVARI,523,WEST GODAVARI,28,ANDHRA PRADESH,,
ANDHRA PRADESH,Y.S.R KADAPA,504,Y.S.R.,28,ANDHRA PRADESH,,
ANDHRA PRADESH,Y.S.R.,504,Y.S.R.,28,ANDHRA PRADESH,,
ANDHRA PRADESH,,,,,,,
ARUNACHAL PRADESH,AMIT BENGIA,237,PAPUM PARE,12,ARUNACHAL PRADESH,,
ARUNACHAL PRADESH,Amit Bengia,237,capital complex,,,,
ARUNACHAL PRADESH,Anjaw,628,ANJAW,12,ARUNACHAL PRADESH,,
ARUNACHAL PRADESH,ANOM APANG,240,UPPER SIANG,12,ARUNACHAL PRADESH,,
ARUNACHAL PRADESH,ANOM APANG,240,UPPER SIANG,12,ARUNACHAL PRADESH,,
ARUNACHAL PRADESH,BIJOY PERTIN,232,EAST SIANG,12,ARUNACHAL PRADESH,,
ARUNACHAL PRADESH,BIJOY PERTIN,232,EAST SIANG,12,ARUNACHAL PRADESH,,
ARUNACHAL PRADESH,BURU LALING,240,UPPER SIANG,12,ARUNACHAL PRADESH,,
ARUNACHAL PRADESH,BURU LALING,240,UPPER SIANG,12,ARUNACHAL PRADESH,,
ARUNACHAL PRADESH,C.W. CHAKHAP,229,CHANGLANG,12,ARUNACHAL PRADESH,,
ARUNACHAL PRADESH,C.W. CHAKHAP,229,CHANGLANG,12,ARUNACHAL PRADESH,,
ARUNACHAL PRADESH,Capital Complex,237,PAPUM PARE,12,ARUNACHAL PRADESH,,
ARUNACHAL PRADESH,Changlang,229,CHANGLANG,12,ARUNACHAL PRADESH,,
ARUNACHAL PRADESH,CHUKHU JIRJO,231,EAST KAMENG,12,ARUNACHAL PRADESH,,
ARUNACHAL PRADESH,CHUKHU JIRJO,231,EAST KAMENG,12,ARUNACHAL PRADESH,,
ARUNACHAL PRADESH,CHUKU JIRJO,231,EAST KAMENG,12,ARUNACHAL PRADESH,,
ARUNACHAL PRADESH,CHUKU JIRJO,231,EAST KAMENG,12,ARUNACHAL PRADESH,,
ARUNACHAL PRADESH,Dibang Valley,230,DIBANG VALLEY,12,ARUNACHAL PRADESH,,
ARUNACHAL PRADESH,DUYU LAMPONG,237,PAPUM PARE,12,ARUNACHAL PRADESH,,
ARUNACHAL PRADESH,DUYU LAMPONG,677,KRA DAADI,12,ARUNACHAL PRADESH,,
ARUNACHAL PRADESH,DUYU LAMPUNG,237,PAPUM PARE,12,ARUNACHAL PRADESH,,
ARUNACHAL PRADESH,DUYU LAMPUNG,677,KRA DAADI,12,ARUNACHAL PRADESH,,
ARUNACHAL PRADESH,East Kameng,231,EAST KAMENG,12,ARUNACHAL PRADESH,,
ARUNACHAL PRADESH,East Siang,232,EAST SIANG,12,ARUNACHAL PRADESH,,
ARUNACHAL PRADESH,HAGE TATH,628,ANJAW,12,ARUNACHAL PRADESH,,
ARUNACHAL PRADESH,HAGE TATH,628,ANJAW,12,ARUNACHAL PRADESH,,
ARUNACHAL PRADESH,HAWAI,628,ANJAW,12,ARUNACHAL PRADESH,,
ARUNACHAL PRADESH,HAWAI,628,ANJAW,12,ARUNACHAL PRADESH,,
ARUNACHAL PRADESH,HONI BAYANG,237,PAPUM PARE,12,ARUNACHAL PRADESH,,
ARUNACHAL PRADESH,HONI BAYANG,237,PAPUM PARE,12,ARUNACHAL PRADESH,,
ARUNACHAL PRADESH,JORAM SANGKHU,230,DIBANG VALLEY,12,ARUNACHAL PRADESH,,
ARUNACHAL PRADESH,JORAM SANGKHU,230,DIBANG VALLEY,12,ARUNACHAL PRADESH,,
ARUNACHAL PRADESH,JORAM SANKU,230,DIBANG VALLEY,12,ARUNACHAL PRADESH,,
ARUNACHAL PRADESH,JORAM SANKU,230,DIBANG VALLEY,12,ARUNACHAL PRADESH,,
ARUNACHAL PRADESH,KAGO LOMA,628,ANJAW,12,ARUNACHAL PRADESH,,
ARUNACHAL PRADESH,KAGO LOMA,666,LONGDING,12,ARUNACHAL PRADESH,,
ARUNACHAL PRADESH,KAMLE,718,KAMLE,12,ARUNACHAL PRADESH,,
ARUNACHAL PRADESH,Kra Daadi,677,KRA DAADI,12,ARUNACHAL PRADESH,,
ARUNACHAL PRADESH,Kurung Kumey,233,KURUNG KUMEY,12,ARUNACHAL PRADESH,,
ARUNACHAL PRADESH,Lohit,234,LOHIT,12,ARUNACHAL PRADESH,,
ARUNACHAL PRADESH,Longding,666,LONGDING,12,ARUNACHAL PRADESH,,
ARUNACHAL PRADESH,Lower Dibang Valley,235,LOWER DIBANG VALLEY,12,ARUNACHAL PRADESH,,
ARUNACHAL PRADESH,LOWER SIANG,719,LOWER SIANG,12,ARUNACHAL PRADESH,,
ARUNACHAL PRADESH,Lower Subansiri,236,LOWER SUBANSIRI,12,ARUNACHAL PRADESH,,
ARUNACHAL PRADESH,M.K CHAKRABORTY,234,LOHIT,12,ARUNACHAL PRADESH,,
ARUNACHAL PRADESH,MARKE KARLO,,,,,,
ARUNACHAL PRADESH,MARKE KARLO,238,TAWANG,12,ARUNACHAL PRADESH,,
ARUNACHAL PRADESH,MINALI TATO,679,SIANG,12,ARUNACHAL PRADESH,,
ARUNACHAL PRADESH,MINALI TATO,679,SIANG,12,ARUNACHAL PRADESH,,
ARUNACHAL PRADESH,MINLI TATO,679,SIANG,12,ARUNACHAL PRADESH,,
ARUNACHAL PRADESH,MINLI TATO,679,SIANG,12,ARUNACHAL PRADESH,,
ARUNACHAL PRADESH,MISHUMBU MIRI,239,TIRAP,12,ARUNACHAL PRADESH,,
ARUNACHAL PRADESH,Mishumbu Miri,239,TIRAP,12,ARUNACHAL PRADESH,,
ARUNACHAL PRADESH,NABUM TAGUM,678,NAMSAI,12,ARUNACHAL PRADESH,,
ARUNACHAL PRADESH,NABUM TAGUM,678,NAMSAI,12,ARUNACHAL PRADESH,,
ARUNACHAL PRADESH,Namsai,678,NAMSAI,12,ARUNACHAL PRADESH,,
ARUNACHAL PRADESH,NICHOLAS TAKAM,231,EAST KAMENG,12,ARUNACHAL PRADESH,,
ARUNACHAL PRADESH,NICHOLAS TAKAM,231,EAST KAMENG,12,ARUNACHAL PRADESH,,
ARUNACHAL PRADESH,PAKKE KESSANG,723,PAKKE KESSANG,12,ARUNACHAL PRADESH,,
ARUNACHAL PRADESH,Papum Pare,237,PAPUM PARE,12,ARUNACHAL PRADESH,,
ARUNACHAL PRADESH,Papumpare,237,PAPUM PARE,12,ARUNACHAL PRADESH,,
ARUNACHAL PRADESH,PEKEN YOMCHA,,,,,,
ARUNACHAL PRADESH,PEKEN YOMCHA,241,UPPER SUBANSIRI,12,ARUNACHAL PRADESH,,
ARUNACHAL PRADESH,R. N. LENDO,,,,,,
ARUNACHAL PRADESH,R. N. LENDO,243,WEST SIANG,12,ARUNACHAL PRADESH,,
ARUNACHAL PRADESH,REBO RATAN,235,LOWER DIBANG VALLEY,12,ARUNACHAL PRADESH,,
ARUNACHAL PRADESH,REBO RATAN,235,LOWER DIBANG VALLEY,12,ARUNACHAL PRADESH,,
ARUNACHAL PRADESH,REBOM NGUSSO,,,,,,
ARUNACHAL PRADESH,REBOM NGUSSO,243,WEST SIANG,12,ARUNACHAL PRADESH,,
ARUNACHAL PRADESH,RUPIR SIBOH,,,,,,
ARUNACHAL PRADESH,RUPIR SIBOH,628,ANJAW,12,ARUNACHAL PRADESH,,
ARUNACHAL PRADESH,Siang,679,SIANG,12,ARUNACHAL PRADESH,,
ARUNACHAL PRADESH,TAGOM KETAN,241,UPPER SUBANSIRI,12,ARUNACHAL PRADESH,,
ARUNACHAL PRADESH,TAGOM KETAN,241,UPPER SUBANSIRI,12,ARUNACHAL PRADESH,,
ARUNACHAL PRADESH,TAKU KARU,666,LONGDING,12,ARUNACHAL PRADESH,,
ARUNACHAL PRADESH,TAKU KARU,666,LONGDING,12,ARUNACHAL PRADESH,,
ARUNACHAL PRADESH,TAPOR MIZE,232,EAST SIANG,12,ARUNACHAL PRADESH,,
ARUNACHAL PRADESH,TAPOR MIZE,230,DIBANG VALLEY,12,ARUNACHAL PRADESH,,
ARUNACHAL PRADESH,TARH TAKIA,236,LOWER SUBANSIRI,12,ARUNACHAL PRADESH,,
ARUNACHAL PRADESH,TARH TAKIA,236,LOWER SUBANSIRI,12,ARUNACHAL PRADESH,,
ARUNACHAL PRADESH,Tawang,238,TAWANG,12,ARUNACHAL PRADESH,,
ARUNACHAL PRADESH,Tirap,239,TIRAP,12,ARUNACHAL PRADESH,,
ARUNACHAL PRADESH,TOMO GAMLIN,242,WEST KAMENG,12,ARUNACHAL PRADESH,,
ARUNACHAL PRADESH,TOMO GAMLIN,242,WEST KAMENG,12,ARUNACHAL PRADESH,,
ARUNACHAL PRADESH,TSERING CHEDON,238,TAWANG,12,ARUNACHAL PRADESH,,
ARUNACHAL PRADESH,TSERING CHEDON,238,TAWANG,12,ARUNACHAL PRADESH,,
ARUNACHAL PRADESH,Upper Siang,240,UPPER SIANG,12,ARUNACHAL PRADESH,,
ARUNACHAL PRADESH,Upper Subansiri,241,UPPER SUBANSIRI,12,ARUNACHAL PRADESH,,
ARUNACHAL PRADESH,W.C. CHAKAP,,,,,,
ARUNACHAL PRADESH,W.C. CHAKAP,229,CHANGLANG,12,ARUNACHAL PRADESH,,
ARUNACHAL PRADESH,West Kameng,242,WEST KAMENG,12,ARUNACHAL PRADESH,,
ARUNACHAL PRADESH,West Siang,243,WEST SIANG,12,ARUNACHAL PRADESH,,
ASSAM,"Baksa District â€“ O/o Joint Director, FCS&CA, Kokrajhar",294,KOKRAJHAR,18,ASSAM,,
ASSAM,"Baksa District – O/o Joint Director, FCS&CA, Kokrajhar",616,BAKSA,18,ASSAM,,
ASSAM,"Barpeta District, FCS&CA Office",280,BARPETA,18,ASSAM,,
ASSAM,"Bongaigaon District, FCS&CA Office",281,BONGAIGAON,18,ASSAM,,
ASSAM,"Cachar District, FCS&CA Office",282,CACHAR,18,ASSAM,,
ASSAM,"Chirang District â€“ O/o Joint Director, FCS&CA, Kokrajhar",294,KOKRAJHAR,18,ASSAM,,
ASSAM,"Chirang District – O/o Joint Director, FCS&CA, Kokrajhar",612,CHIRANG,18,ASSAM,,
ASSAM,"Darrang District, FCS&CA Office, Mangaldai",283,DARRANG,18,ASSAM,,
ASSAM,"Dhemaji District, FCS&CA Office",284,DHEMAJI,18,ASSAM,,
ASSAM,"Dhubri District, FCS&CA Office",285,DHUBRI,18,ASSAM,,
ASSAM,"Dibrugarh District, FCS&CA Office",286,DIBRUGARH,18,ASSAM,,
ASSAM,"Dima Hasao District, FCS&CA Office",299,DIMA HASAO,18,ASSAM,,
ASSAM,"FOOD, CIVIL SUPPLIES & CONSUMER AFFAIRS, DC OFFICE, KAMRUP, AMINGAON",618,KAMRUP METRO,18,ASSAM,,
ASSAM,"Goalpara District, FCS&CA Office",287,GOALPARA,18,ASSAM,,
ASSAM,"Golaghat District, FCS&CA Office",288,GOLAGHAT,18,ASSAM,,
ASSAM,"Hailakandi District, FCS&CA Office",289,HAILAKANDI,18,ASSAM,,
ASSAM,"Jorhat District, FCS&CA Office",290,JORHAT,18,ASSAM,,
ASSAM,"Kamrup District, FCS&CA Office, Amingaon",291,KAMRUP,18,ASSAM,,
ASSAM,KAMRUP METRO,618,KAMRUP METRO,18,ASSAM,,
ASSAM,"Kamrup Metropolitan District, FCS&CA Office",618,KAMRUP METRO,18,ASSAM,,
ASSAM,"Karbi Anglong District, FCS&CA Office",292,KARBI ANGLONG,18,ASSAM,,
ASSAM,"Karimganj District, FCS&CA Office",293,KARIMGANJ,18,ASSAM,,
ASSAM,"Kokrajhar District, O/o Joint Director, FCS&CA, Kokrajhar",294,KOKRAJHAR,18,ASSAM,,
ASSAM,"Lakhimpur District, FCS&CA Office",295,LAKHIMPUR,18,ASSAM,,
ASSAM,"Morigaon District, FCS&CA Office",296,MARIGAON,18,ASSAM,,
ASSAM,"Nagaon District, FCS&CA Office",297,NAGAON,18,ASSAM,,
ASSAM,"Nalbari District, FCS&CA Office",298,NALBARI,18,ASSAM,,
ASSAM,"O/O THE DEPUTY COMMISSIONER, FOOD &CIVILSUPPLIES, KAMRUP METRO",618,KAMRUP METRO,18,ASSAM,,
ASSAM,"O/O THE DEPUTY COMMISSIONER, MORIGAON",296,MARIGAON,18,ASSAM,,
ASSAM,"Sivasagar District, FCS&CA Office",300,SIVASAGAR,18,ASSAM,,
ASSAM,"Sonitpur District, FCS&CA Office",301,SONITPUR,18,ASSAM,,
ASSAM,"Tinsukia District, FCS&CA Office",302,TINSUKIA,18,ASSAM,,
ASSAM,"Udalguri District â€“ O/o Joint Director, FCS&CA, Kokrajhar",294,KOKRAJHAR,18,ASSAM,,
ASSAM,"Udalguri District – O/o Joint Director, FCS&CA, Kokrajhar",617,UDALGURI,18,ASSAM,,
BIHAR,"A.D.M (SUPPLY), PATNA.",212,PATNA,10,BIHAR,,
BIHAR,ARARIA,188,ARARIA,10,BIHAR,,
BIHAR,ARWAL,611,ARWAL,10,BIHAR,,
BIHAR,AURANGABAD,189,AURANGABAD,10,BIHAR,,
BIHAR,AURANGABAD,469,AURANGABAD,27,MAHARASHTRA,,
BIHAR,BANKA,190,BANKA,10,BIHAR,,
BIHAR,BEGUSARAI,191,BEGUSARAI,10,BIHAR,,
BIHAR,BHAGALPUR,192,BHAGALPUR,10,BIHAR,,
BIHAR,BHOJPUR,193,BHOJPUR,10,BIHAR,,
BIHAR,BUXAR,194,BUXAR,10,BIHAR,,
BIHAR,D.S.O. BANKA,190,BANKA,10,BIHAR,,
BIHAR,DARBHANGA,195,DARBHANGA,10,BIHAR,,
BIHAR,"DISTRIC SUPPLY OFFICE,lakhisarai",204,LAKHISARAI,10,BIHAR,,
BIHAR,District Supply Office,,,,,,
BIHAR,"DISTRICT SUPPLY OFFICE , NALANDA",209,NALANDA,10,BIHAR,,
BIHAR,DISTRICT SUPPLY OFFICE BEGUSARAI,191,BEGUSARAI,10,BIHAR,,
BIHAR,DISTRICT SUPPLY OFFICE NAWADA,210,NAWADA,10,BIHAR,,
BIHAR,DISTRICT SUPPLY OFFICE PURNEA (BIHAR),214,PURNIA,10,BIHAR,,
BIHAR,District Supply office Sheikhpura,219,SHEIKHPURA,10,BIHAR,,
BIHAR,District Supply Office Sheohar,220,SHEOHAR,10,BIHAR,,
BIHAR,District Supply Office Supaul,223,SUPAUL,10,BIHAR,,
BIHAR,"District Supply Office, Araria",188,ARARIA,10,BIHAR,,
BIHAR,"District Supply Office, Bhagalpur",192,BHAGALPUR,10,BIHAR,,
BIHAR,"DISTRICT SUPPLY OFFICE, BUXAR",194,BUXAR,10,BIHAR,,
BIHAR,"District Supply Office, darbhanga",195,DARBHANGA,10,BIHAR,,
BIHAR,"DISTRICT SUPPLY OFFICE, GAYA",196,GAYA,10,BIHAR,,
BIHAR,"District Supply Office, Katihar",201,KATIHAR,10,BIHAR,,
BIHAR,"DISTRICT SUPPLY OFFICE, KISHANGANJ",203,KISHANGANJ,10,BIHAR,,
BIHAR,"DISTRICT SUPPLY OFFICE, madhubani",206,MADHUBANI,10,BIHAR,,
BIHAR,"DISTRICT SUPPLY OFFICE, MOTIHARI",213,PURBI CHAMPARAN,10,BIHAR,,
BIHAR,"DISTRICT SUPPLY OFFICE, MUNGER",207,MUNGER,10,BIHAR,,
BIHAR,"DISTRICT SUPPLY OFFICE, MUZAFFARPUR",208,MUZAFFARPUR,10,BIHAR,,
BIHAR,"DISTRICT SUPPLY OFFICE, ROHTAS",215,ROHTAS,10,BIHAR,,
BIHAR,"District Supply Office, Samastipur",217,SAMASTIPUR,10,BIHAR,,
BIHAR,"District Supply Office, Saran",218,SARAN,10,BIHAR,,
BIHAR,"DISTRICT SUPPLY OFFICE, SITAMARHI",221,SITAMARHI,10,BIHAR,,
BIHAR,"DISTRICT SUPPLY OFFICE, siwan",222,SIWAN,10,BIHAR,,
BIHAR,"District Supply Office, Vaishali",224,VAISHALI,10,BIHAR,,
BIHAR,"DISTRICT SUPPLY OFFICE,ARWAL",611,ARWAL,10,BIHAR,,
BIHAR,"DISTRICT SUPPLY OFFICE,GOPALGANJ",197,GOPALGANJ,10,BIHAR,,
BIHAR,"DISTRICT SUPPLY OFFICE,MADHEPURA",205,MADHEPURA,10,BIHAR,,
BIHAR,"District Supply Section, Bettiah",211,PASHCHIM CHAMPARAN,10,BIHAR,,
BIHAR,"District Supply Section, Jamui",198,JAMUI,10,BIHAR,,
BIHAR,DISTRICT SUPPY OFFICE KHAGARIA,202,KHAGARIA,10,BIHAR,,
BIHAR,DSO Aurangabad,189,AURANGABAD,10,BIHAR,,
BIHAR,DSO Aurangabad,469,AURANGABAD,27,MAHARASHTRA,,
